"playerID","tmID","GP","minutes","points","oRebounds","dRebounds","rebounds","assists","steals","blocks","turnovers","PF","fgAttempted","fgMade","ftAttempted","ftMade","threeAttempted","threeMade","center","forward","guard","allstar","minutesPerGame","pointsPerGame","assistsPerGame","oReboundsPerGame","dReboundsPerGame","reboundsPerGame","stealsPerGame","blocksPerGame","turnoversPerGame","fgAttemptedPerGame","fgMadePerGame","ftAttemptedPerGame","ftMadePerGame","threeAttemptedPerGame","threeMadePerGame","GPRatio","healthy","lgPoints","lgAssists","lgRebounds","lgDRebounds","lgORebounds","tmPoints","tmAssists","tmRebounds","tmDRebounds","tmORebounds","ftPct","fgPct","threePct","efgPct","astTovRatio","dReboundPct","oReboundPct","totalGameScore","avgGameScore"
"Nicolas Batum","CHO",75,2354,699,71,319,390,247,71,43,117,140,562,253,89,77,298,116,0,1,0,0,31.3866666666667,9.32,3.29333333333333,0.946666666666667,4.25333333333333,5.2,0.946666666666667,0.573333333333333,1.56,7.49333333333333,3.37333333333333,1.18666666666667,1.02666666666667,3.97333333333333,1.54666666666667,0.914634146341463,1,0.00223730115545882,0.00362180709111704,0.00305817591568844,0.00323884173333875,0.00244532460823144,0.0769739015526924,0.129658792650919,0.108574610244989,0.114830813534917,0.0872235872235872,0.865168539325843,0.45017793594306,0.389261744966443,0.55338078291815,2.11111111111111,0.817948717948718,0.182051282051282,694.8,9.264
"Jerryd Bayless","MIN",34,657,209,11,51,62,119,18,2,32,56,230,82,28,16,98,29,0,0,1,0,19.3235294117647,6.14705882352941,3.5,0.323529411764706,1.5,1.82352941176471,0.529411764705882,0.0588235294117647,0.941176470588235,6.76470588235294,2.41176470588235,0.823529411764706,0.470588235294118,2.88235294117647,0.852941176470588,0.414634146341463,0,0.000668949844765227,0.00174491920584181,0.000486171555827393,0.000517808552978922,0.000378853108317548,0.0226607394557086,0.0589692765113974,0.0168799346583175,0.0185454545454545,0.0119176598049837,0.571428571428571,0.356521739130435,0.295918367346939,0.419565217391304,3.71875,0.82258064516129,0.17741935483871,158.9,4.67352941176471
"Aron Baynes","BOS",51,821,284,88,152,240,57,12,34,40,125,223,105,62,53,61,21,1,0,0,0,16.0980392156863,5.56862745098039,1.11764705882353,1.72549019607843,2.98039215686275,4.70588235294118,0.235294117647059,0.666666666666667,0.784313725490196,4.37254901960784,2.05882352941176,1.2156862745098,1.03921568627451,1.19607843137255,0.411764705882353,0.621951219512195,0,0.000909003616810165,0.000835801636411625,0.00188195440965443,0.00154327255005483,0.00303082486654038,0.0308159722222222,0.0264501160092807,0.0656994251300301,0.0533520533520534,0.109452736318408,0.854838709677419,0.47085201793722,0.344262295081967,0.517937219730942,1.425,0.633333333333333,0.366666666666667,267.6,5.24705882352941
"Kent Bazemore","ATL",67,1643,779,37,224,261,152,89,42,121,170,691,278,175,127,300,96,0,0,1,0,24.5223880597015,11.6268656716418,2.26865671641791,0.552238805970149,3.34328358208955,3.8955223880597,1.32835820895522,0.626865671641791,1.80597014925373,10.3134328358209,4.14925373134328,2.61194029850746,1.8955223880597,4.47761194029851,1.43283582089552,0.817073170731707,1,0.00249335851230676,0.00222880436376433,0.00204662542049919,0.00227429638955448,0.00127432409161357,0.0838175166774263,0.0717658168083097,0.0690476190476191,0.0792920353982301,0.0387434554973822,0.725714285714286,0.402315484804631,0.32,0.47178002894356,1.25619834710744,0.85823754789272,0.14176245210728,554.6,8.27761194029851
"Bradley Beal","WAS",82,3028,2099,89,322,411,448,121,58,224,226,1609,764,448,362,596,209,0,0,1,1,36.9268292682927,25.5975609756098,5.46341463414634,1.08536585365854,3.92682926829268,5.01219512195122,1.47560975609756,0.707317073170732,2.73170731707317,19.6219512195122,9.31707317073171,5.46341463414634,4.41463414634146,7.26829268292683,2.54878048780488,1,1,0.00671830490029767,0.0065691075984633,0.0032228469265332,0.00326930105998457,0.00306526605820561,0.224491978609626,0.207985143918292,0.118341491505903,0.120194102276969,0.112090680100756,0.808035714285714,0.474829086389062,0.350671140939597,0.539776258545681,2,0.78345498783455,0.21654501216545,1647.2,20.0878048780488
"Malik Beasley","DEN",81,1879,917,35,165,200,97,55,10,55,116,737,349,66,56,405,163,0,0,1,0,23.1975308641975,11.320987654321,1.19753086419753,0.432098765432099,2.03703703703704,2.46913580246914,0.679012345679012,0.123456790123457,0.679012345679012,9.09876543209877,4.30864197530864,0.814814814814815,0.691358024691358,5,2.01234567901235,0.98780487804878,1,0.00293505745286944,0.00142232910056013,0.00156829534137869,0.00167526296552004,0.00120544170828311,0.101046831955923,0.0432071269487751,0.0525762355415352,0.0582627118644068,0.0360082304526749,0.848484848484849,0.473541383989145,0.402469135802469,0.584124830393487,1.76363636363636,0.825,0.175,704.4,8.6962962962963
"Michael Beasley","LAL",26,277,181,13,47,60,25,9,10,27,42,153,75,39,28,17,3,0,1,0,0,10.6538461538462,6.96153846153846,0.961538461538462,0.5,1.80769230769231,2.30769230769231,0.346153846153846,0.384615384615385,1.03846153846154,5.88461538461539,2.88461538461538,1.5,1.07692307692308,0.653846153846154,0.115384615384615,0.317073170731707,0,0.000579329769868451,0.000366579665092818,0.000470488602413607,0.000477196117451164,0.000447735491648011,0.0197490452809602,0.0119274809160305,0.0157068062827225,0.0157453936348409,0.0155688622754491,0.717948717948718,0.490196078431373,0.176470588235294,0.5,0.925925925925926,0.783333333333333,0.216666666666667,113.6,4.36923076923077
"Marco Belinelli","SAS",79,1815,829,16,182,198,132,35,8,72,121,690,285,124,112,395,147,0,0,1,0,22.9746835443038,10.493670886076,1.67088607594937,0.20253164556962,2.30379746835443,2.50632911392405,0.443037974683544,0.10126582278481,0.911392405063291,8.73417721518987,3.60759493670886,1.56962025316456,1.41772151898734,5,1.86075949367089,0.963414634146341,1,0.00265339436033672,0.00193554063169008,0.0015526123879649,0.00184786581651302,0.000551059066643706,0.0905417212756662,0.0655737704918033,0.0539950913553313,0.0625429553264605,0.0211360634081902,0.903225806451613,0.41304347826087,0.372151898734177,0.519565217391304,1.83333333333333,0.919191919191919,0.0808080808080808,592.4,7.49873417721519
"Jordan Bell","GSW",68,788,223,55,129,184,76,20,51,42,80,192,99,41,25,2,0,1,0,0,0,11.5882352941176,3.27941176470588,1.11764705882353,0.808823529411765,1.89705882352941,2.70588235294118,0.294117647058824,0.75,0.617647058823529,2.82352941176471,1.45588235294118,0.602941176470588,0.367647058823529,0.0294117647058824,0,0.829268292682927,1,0.000713759882213616,0.00111440218188217,0.00144283171406839,0.00130975104577021,0.00189426554158774,0.0231088082901554,0.031496062992126,0.0485872722471613,0.0431438127090301,0.06900878293601,0.609756097560976,0.515625,0,0.515625,1.80952380952381,0.701086956521739,0.298913043478261,233.9,3.43970588235294
"DeAndre' Bembry","ATL",82,1931,687,54,304,358,202,105,41,142,190,616,275,136,87,173,50,0,0,1,0,23.5487804878049,8.37804878048781,2.46341463414634,0.658536585365854,3.70731707317073,4.36585365853659,1.28048780487805,0.5,1.73170731707317,7.51219512195122,3.35365853658537,1.65853658536585,1.0609756097561,2.10975609756098,0.609756097560976,1,1,0.00219889255193163,0.00296196369394997,0.00280724866106785,0.00308654510010965,0.00185982434992251,0.0739186571981924,0.0953729933899906,0.0947089947089947,0.107610619469027,0.056544502617801,0.639705882352941,0.446428571428571,0.289017341040462,0.487012987012987,1.42253521126761,0.849162011173184,0.150837988826816,552.3,6.73536585365854
"Dragan Bender","PHO",46,826,230,34,149,183,56,18,22,37,90,197,88,54,32,101,22,0,1,0,0,17.9565217391304,5,1.21739130434783,0.739130434782609,3.23913043478261,3.97826086956522,0.391304347826087,0.478260869565217,0.804347826086957,4.28260869565217,1.91304347826087,1.17391304347826,0.695652173913043,2.19565217391304,0.478260869565217,0.560975609756098,0,0.00073616490093781,0.000821138449807912,0.0014349902373615,0.00151281322340901,0.00117100051661787,0.026091888825865,0.0286152273888605,0.0552703110842646,0.0581349980491611,0.0454545454545455,0.592592592592593,0.446700507614213,0.217821782178218,0.50253807106599,1.51351351351351,0.814207650273224,0.185792349726776,195.4,4.24782608695652
"Dairis Bertans","NOP",12,167,34,2,7,9,10,1,0,2,7,47,12,0,0,34,10,0,0,1,0,13.9166666666667,2.83333333333333,0.833333333333333,0.166666666666667,0.583333333333333,0.75,0.0833333333333333,0,0.166666666666667,3.91666666666667,1,0,0,2.83333333333333,0.833333333333333,0.146341463414634,0,0.000108824376660372,0.000146631866037127,7.0573290362041e-05,7.10717621735775e-05,6.88823833304632e-05,0.00359180223959434,0.00451263537906137,0.00232078390923156,0.00235769619400472,0.0022002200220022,NA,0.25531914893617,0.294117647058824,0.361702127659574,5,0.777777777777778,0.222222222222222,16.6,1.38333333333333
"Davis Bertans","SAS",76,1632,606,23,241,264,100,35,33,43,133,453,204,60,53,338,145,0,1,0,0,21.4736842105263,7.97368421052632,1.31578947368421,0.302631578947368,3.17105263157895,3.47368421052632,0.460526315789474,0.434210526315789,0.565789473684211,5.96052631578947,2.68421052631579,0.789473684210526,0.697368421052632,4.44736842105263,1.90789473684211,0.926829268292683,1,0.0019396344781231,0.00146631866037127,0.00207014985061987,0.00244689924054746,0.000792147408300327,0.0661861074705111,0.0496770988574267,0.0719934551404418,0.0828178694158076,0.0303830911492734,0.883333333333333,0.450331125827815,0.428994082840237,0.61037527593819,2.32558139534884,0.912878787878788,0.0871212121212121,546,7.18421052631579
"Patrick Beverley","LAC",78,2137,596,76,312,388,300,67,43,85,265,477,194,123,96,282,112,0,0,1,0,27.3974358974359,7.64102564102564,3.84615384615385,0.974358974358974,4,4.97435897435897,0.858974358974359,0.551282051282051,1.08974358974359,6.11538461538461,2.48717948717949,1.57692307692308,1.23076923076923,3.61538461538462,1.43589743589744,0.951219512195122,1,0.00190762730851711,0.00439895598111382,0.00304249296227466,0.00316776997116517,0.0026175305665576,0.0631222198686719,0.152284263959391,0.103965702036442,0.106267029972752,0.0954773869346734,0.780487804878049,0.406708595387841,0.397163120567376,0.524109014675052,3.52941176470588,0.804123711340206,0.195876288659794,636.6,8.16153846153846
"Khem Birch","ORL",50,643,240,79,111,190,38,18,29,20,72,151,91,83,58,1,0,1,0,0,0,12.86,4.8,0.76,1.58,2.22,3.8,0.36,0.58,0.4,3.02,1.82,1.66,1.16,0.02,0,0.609756097560976,0,0.000768172070543802,0.000557201090941083,0.00148988057430975,0.0011269950858953,0.0027208541415533,0.0272727272727273,0.0181384248210024,0.0510204081632653,0.038249483115093,0.0961070559610706,0.698795180722892,0.602649006622517,0,0.602649006622517,1.9,0.58421052631579,0.415789473684211,265.4,5.308
"Bismack Biyombo","CHO",54,783,236,81,166,247,33,11,41,34,103,156,89,91,58,0,0,1,0,0,0,14.5,4.37037037037037,0.611111111111111,1.5,3.07407407407407,4.57407407407407,0.203703703703704,0.759259259259259,0.62962962962963,2.88888888888889,1.64814814814815,1.68518518518519,1.07407407407407,0,0,0.658536585365854,0,0.000755369202701405,0.00048388515792252,0.00193684474660268,0.00168541607440198,0.00278973652488376,0.0259883272767316,0.0173228346456693,0.0687639198218263,0.0597552195824334,0.0995085995085995,0.637362637362637,0.57051282051282,0,0.57051282051282,0.970588235294118,0.672064777327935,0.327935222672065,243.3,4.50555555555556
"Nemanja Bjelica","SAC",77,1788,741,125,319,444,147,54,56,82,197,593,284,92,70,257,103,0,1,0,0,23.2207792207792,9.62337662337662,1.90909090909091,1.62337662337662,4.14285714285714,5.76623376623377,0.701298701298701,0.727272727272727,1.06493506493506,7.7012987012987,3.68831168831169,1.19480519480519,0.909090909090909,3.33766233766234,1.33766233766234,0.939024390243902,1,0.00237173126780399,0.00215548843074577,0.00348161565786069,0.00323884173333875,0.00430514895815395,0.0791413008651073,0.0705712914066251,0.119194630872483,0.113160695282015,0.137969094922737,0.760869565217391,0.478920741989882,0.400778210116732,0.565767284991568,1.79268292682927,0.718468468468468,0.281531531531532,690.4,8.96623376623377
"Antonio Blakeney","CHI",57,829,418,7,99,106,42,12,9,35,41,396,166,76,50,91,36,0,0,1,0,14.5438596491228,7.33333333333333,0.736842105263158,0.12280701754386,1.73684210526316,1.85964912280702,0.210526315789474,0.157894736842105,0.614035087719298,6.94736842105263,2.91228070175439,1.33333333333333,0.87719298245614,1.59649122807018,0.631578947368421,0.695121951219512,0,0.00133789968953045,0.000615853837355934,0.000831196530930705,0.00100515777931203,0.000241088341656621,0.0485764090644974,0.0233853006681514,0.0301393232868922,0.0353697749196141,0.00974930362116992,0.657894736842105,0.419191919191919,0.395604395604396,0.464646464646465,1.2,0.933962264150943,0.0660377358490566,242.1,4.24736842105263
"Eric Bledsoe","MIL",78,2272,1241,82,280,362,430,116,29,165,156,971,470,236,177,377,124,0,0,1,0,29.1282051282051,15.9102564102564,5.51282051282051,1.05128205128205,3.58974358974359,4.64102564102564,1.48717948717949,0.371794871794872,2.11538461538462,12.4487179487179,6.02564102564103,3.02564102564103,2.26923076923077,4.83333333333333,1.58974358974359,0.951219512195122,1,0.00397208974810358,0.00630517023959647,0.00283861456789543,0.0028428704869431,0.00282417771654899,0.128123064216395,0.201310861423221,0.0887690044139284,0.0844390832328106,0.10761154855643,0.75,0.484037075180227,0.328912466843501,0.54788877445932,2.60606060606061,0.773480662983425,0.226519337016575,1126.6,14.4435897435897
"Jaron Blossomgame","CLE",27,439,114,26,72,98,13,7,8,11,20,106,47,13,10,39,10,0,1,0,0,16.2592592592593,4.22222222222222,0.481481481481481,0.962962962962963,2.66666666666667,3.62962962962963,0.259259259259259,0.296296296296296,0.407407407407407,3.92592592592593,1.74074074074074,0.481481481481481,0.37037037037037,1.44444444444444,0.37037037037037,0.329268292682927,0,0.000364881733508306,0.000190621425848265,0.000768464717275557,0.000731023839499655,0.000895470983296022,0.0133068752188631,0.00765606595995289,0.0280160091480846,0.0274914089347079,0.0295790671217292,0.769230769230769,0.443396226415094,0.256410256410256,0.490566037735849,1.18181818181818,0.73469387755102,0.26530612244898,103.9,3.84814814814815
"Bogdan Bogdanovic","SAC",70,1947,990,40,203,243,267,72,15,117,142,863,361,162,134,372,134,0,0,1,0,27.8142857142857,14.1428571428571,3.81428571428571,0.571428571428571,2.9,3.47142857142857,1.02857142857143,0.214285714285714,1.67142857142857,12.3285714285714,5.15714285714286,2.31428571428571,1.91428571428571,5.31428571428571,1.91428571428571,0.853658536585366,1,0.00316870979099318,0.0039150708231913,0.00190547883977511,0.00206108110303375,0.00137764766660926,0.105735341236783,0.128180508881421,0.0652348993288591,0.0720113515431004,0.0441501103752759,0.827160493827161,0.418308227114716,0.360215053763441,0.495944380069525,2.28205128205128,0.835390946502058,0.164609053497942,757.2,10.8171428571429
"Bojan Bogdanovic","IND",81,2573,1454,33,300,333,161,69,1,134,138,1051,522,305,246,386,164,0,1,0,0,31.7654320987654,17.9506172839506,1.98765432098765,0.407407407407407,3.7037037037037,4.11111111111111,0.851851851851852,0.0123456790123457,1.65432098765432,12.9753086419753,6.44444444444444,3.76543209876543,3.03703703703704,4.76543209876543,2.02469135802469,0.98780487804878,1,0.0046538424607112,0.00236077304319775,0.00261121174339552,0.0030459326645819,0.00113655932495264,0.164163938128034,0.0756578947368421,0.0943877551020408,0.108459869848156,0.0433070866141732,0.80655737704918,0.496669838249286,0.424870466321244,0.574690770694577,1.20149253731343,0.900900900900901,0.0990990990990991,1075.4,13.2765432098765
"Andrew Bogut","GSW",11,134,39,12,43,55,11,3,8,8,22,36,18,3,3,0,0,1,0,0,0,12.1818181818182,3.54545454545455,1,1.09090909090909,3.90909090909091,5,0.272727272727273,0.727272727272727,0.727272727272727,3.27272727272727,1.63636363636364,0.272727272727273,0.272727272727273,0,0,0.134146341463415,0,0.000124827961463368,0.00016129505264084,0.000431281218879139,0.000436583681923405,0.000413294299982779,0.00404145077720207,0.00455864069622876,0.0145233694217058,0.01438127090301,0.0150564617314931,1,0.5,0,0.5,1.375,0.781818181818182,0.218181818181818,41.8,3.8
"Jonah Bolden","PHI",44,639,207,47,118,165,40,17,39,36,99,162,80,27,13,96,34,0,1,0,0,14.5227272727273,4.70454545454545,0.909090909090909,1.06818181818182,2.68181818181818,3.75,0.386363636363636,0.886363636363636,0.818181818181818,3.68181818181818,1.81818181818182,0.613636363636364,0.295454545454545,2.18181818181818,0.772727272727273,0.536585365853659,0,0.000662548410844029,0.000586527464148509,0.00129384365663742,0.00119806684806888,0.00161873600826589,0.0219163578613023,0.0181241504304486,0.0421240745468471,0.0390082644628099,0.0526905829596413,0.481481481481481,0.493827160493827,0.354166666666667,0.598765432098765,1.11111111111111,0.715151515151515,0.284848484848485,198.6,4.51363636363636
"Isaac Bonga","LAL",22,120,19,9,16,25,15,9,4,6,9,33,5,15,9,8,0,0,0,1,0,5.45454545454545,0.863636363636364,0.681818181818182,0.409090909090909,0.727272727272727,1.13636363636364,0.409090909090909,0.181818181818182,0.272727272727273,1.5,0.227272727272727,0.681818181818182,0.409090909090909,0.363636363636364,0,0.268292682926829,0,6.08136222513843e-05,0.000219947799055691,0.000196036917672336,0.000162449742111034,0.000309970724987085,0.00207310420076378,0.00715648854961832,0.00654450261780105,0.00536013400335008,0.0107784431137725,0.6,0.151515151515152,0,0.151515151515152,2.5,0.64,0.36,19.3,0.877272727272727
"Devin Booker","PHO",64,2242,1700,39,226,265,433,56,13,264,200,1255,586,454,393,414,135,0,0,1,0,35.03125,26.5625,6.765625,0.609375,3.53125,4.140625,0.875,0.203125,4.125,19.609375,9.15625,7.09375,6.140625,6.46875,2.109375,0.780487804878049,1,0.0054412188330186,0.00634915979940761,0.00207799132732676,0.00229460260731836,0.00134320647494403,0.192853091321611,0.221257026060296,0.0800362428269405,0.0881779165040968,0.0521390374331551,0.865638766519824,0.466932270916335,0.326086956521739,0.520717131474104,1.64015151515152,0.852830188679245,0.147169811320755,1204.8,18.825
"Chris Boucher","TOR",28,163,93,16,40,56,2,6,24,7,31,76,34,15,13,37,12,0,1,0,0,5.82142857142857,3.32142857142857,0.0714285714285714,0.571428571428571,1.42857142857143,2,0.214285714285714,0.857142857142857,0.25,2.71428571428571,1.21428571428571,0.535714285714286,0.464285714285714,1.32142857142857,0.428571428571429,0.341463414634146,0,0.000297666677335723,2.93263732074254e-05,0.000439122695586033,0.000406124355277586,0.000551059066643706,0.00991048593350384,0.000959232613908873,0.0151106314085267,0.0136986301369863,0.0203562340966921,0.866666666666667,0.447368421052632,0.324324324324324,0.526315789473684,0.285714285714286,0.714285714285714,0.285714285714286,85.4,3.05
